,full_name,birthdate,team_id,position,nationality,created_at,updated_at
402,L. Prso,18/01/01,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
403,W. Saliba,24/03/01,Olympique Gymnaste Club Nice Côte d'Azur,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
404,S. Ben Seghir,24/02/03,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
405,H. Boudaoui,23/09/99,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
406,S. Kari,7/02/02,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
407,P. Lees-Melou,25/05/93,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
408,R. Lopes,28/12/95,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,POR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
409,J. Reine-Adélaïde,17/01/98,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
410,M. Schneiderlin,8/11/89,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
411,M. Sellouki,,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
412,K. Thuram,26/03/01,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
413,J. Todibo,30/12/99,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
414,A. Trouillet,23/12/00,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
415,P. Wade,17/04/00,Olympique Gymnaste Club Nice Côte d'Azur,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
416,A. Claude-Maurice,6/06/98,Olympique Gymnaste Club Nice Côte d'Azur,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
417,K. Dolberg,6/10/97,Olympique Gymnaste Club Nice Côte d'Azur,Att.,DAN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
418,A. Gouiri,16/02/00,Olympique Gymnaste Club Nice Côte d'Azur,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
419,M. Maolida,14/02/99,Olympique Gymnaste Club Nice Côte d'Azur,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
420,D. Ndoye,25/10/00,Olympique Gymnaste Club Nice Côte d'Azur,Att.,SUI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
421,A. Parsemain,17/05/02,Olympique Gymnaste Club Nice Côte d'Azur,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
422,A. Sotona,7/12/02,Olympique Gymnaste Club Nice Côte d'Azur,Att.,IRL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
423,K. Williams,12/03/03,Olympique Gymnaste Club Nice Côte d'Azur,Att.,ANG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
424,K. Williams,12/03/03,Olympique Gymnaste Club Nice Côte d'Azur,Att.,ANG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
425,L. Dias,22/05/99,Nîmes Olympique,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
426,A. Nazih,18/01/02,Nîmes Olympique,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
427,B. Reynet,28/10/90,Nîmes Olympique,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
428,S. Alakouch,29/07/98,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
429,A. Briançon,29/11/94,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
430,P. Burner,11/04/96,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
431,K. Guessoum,5/02/99,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
432,L. Landre,5/05/92,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
433,A. Malanda,29/10/01,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
434,P. Martinez,21/02/89,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
435,B. Meling,17/12/94,Nîmes Olympique,Déf.,NOR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
436,F. Miguel,1/09/96,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
437,G. Paquiez,15/02/94,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
438,R. Ripart,14/03/93,Nîmes Olympique,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
439,N. Ueda,24/10/94,Nîmes Olympique,Déf.,JAP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
440,M. Ahlinvi,2/07/99,Nîmes Olympique,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
441,Y. Benrahou,24/01/99,Nîmes Olympique,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
442,L. Buades,28/12/97,Nîmes Olympique,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
443,A. Cubas,22/05/96,Nîmes Olympique,Mil.,PAR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
444,L. Deaux,26/12/88,Nîmes Olympique,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
445,H. Duljevic,16/11/93,Nîmes Olympique,Mil.,BOS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
446,N. Eliasson,7/12/95,Nîmes Olympique,Mil.,SUE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
447,Z. Ferhat,1/03/93,Nîmes Olympique,Mil.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
448,L. Fomba,26/01/98,Nîmes Olympique,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
449,S. Sarr,5/06/96,Nîmes Olympique,Mil.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
450,A. Valerio,11/12/99,Nîmes Olympique,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
451,K. Aribi,24/06/94,Nîmes Olympique,Att.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
452,S. Ben Amar,2/03/98,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
453,N. Chadli,28/07/01,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
454,C. Depres,25/11/94,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
455,M. Doucouré,22/05/00,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
456,M. Koné,30/12/97,Nîmes Olympique,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
457,M. Majouga,9/05/01,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
458,N. Roux,1/03/88,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
459,N. Roux,1/03/88,Nîmes Olympique,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
460,D. Franchi,22/10/02,Paris-Saint-Germain Football Club,Gar.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
461,A. Letellier,11/12/90,Paris-Saint-Germain Football Club,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
462,K. Navas,15/12/86,Paris-Saint-Germain Football Club,Gar.,CRI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
463,M. Randriamamy,23/04/03,Paris-Saint-Germain Football Club,Gar.,MAD,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
464,S. Rico,1/09/93,Paris-Saint-Germain Football Club,Gar.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
465,Y. Saidani,20/08/01,Paris-Saint-Germain Football Club,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
466,M. Bakker,20/06/00,Paris-Saint-Germain Football Club,Déf.,HOL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
467,J. Bernat,1/03/93,Paris-Saint-Germain Football Club,Déf.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
468,C. Dagba,9/09/98,Paris-Saint-Germain Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
469,A. Diallo,4/05/96,Paris-Saint-Germain Football Club,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
470,A. Florenzi,11/03/91,Paris-Saint-Germain Football Club,Déf.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
471,T. Kehrer,21/09/96,Paris-Saint-Germain Football Club,Déf.,ALL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
472,P. Kimpembe,13/08/95,Paris-Saint-Germain Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
473,L. Kurzawa,4/09/92,Paris-Saint-Germain Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
474,Marquinhos,14/05/94,Paris-Saint-Germain Football Club,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
475,T. Pembélé,9/09/02,Paris-Saint-Germain Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
476,A. Di Maria,14/02/88,Paris-Saint-Germain Football Club,Mil.,ARG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
477,J. Draxler,20/09/93,Paris-Saint-Germain Football Club,Mil.,ALL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
478,I. Gharbi,10/04/04,Paris-Saint-Germain Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
479,I. Gueye,26/09/89,Paris-Saint-Germain Football Club,Mil.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
480,A. Herrera,14/08/89,Paris-Saint-Germain Football Club,Mil.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
481,A. Kamara,6/11/04,Paris-Saint-Germain Football Club,Mil.,GUI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
482,M. Kapo,19/01/01,Paris-Saint-Germain Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
483,E. Michut,4/03/03,Paris-Saint-Germain Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
484,L. Paredes,29/06/94,Paris-Saint-Germain Football Club,Mil.,ARG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
485,D. Pereira,9/09/91,Paris-Saint-Germain Football Club,Mil.,POR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
486,Rafinha,12/02/93,Paris-Saint-Germain Football Club,Mil.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
487,K. Ruiz-Atil,26/08/02,Paris-Saint-Germain Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
488,P. Sarabia,11/05/92,Paris-Saint-Germain Football Club,Mil.,ESP,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
489,X. Simons,21/04/03,Paris-Saint-Germain Football Club,Mil.,HOL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
490,M. Verratti,5/11/92,Paris-Saint-Germain Football Club,Mil.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
491,M. Icardi,19/02/93,Paris-Saint-Germain Football Club,Att.,ARG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
492,M. Kean,28/02/00,Paris-Saint-Germain Football Club,Att.,ITA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
493,K. Mbappé,20/12/98,Paris-Saint-Germain Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
494,K. Nagera,21/02/02,Paris-Saint-Germain Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
495,Neymar,5/02/92,Paris-Saint-Germain Football Club,Att.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
496,Neymar,5/02/92,Paris-Saint-Germain Football Club,Att.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
497,Y. Diouf,16/11/99,Stade de Reims,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
498,D. Ndiaye,4/04/99,Stade de Reims,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
499,L. Pelletier,3/02/00,Stade de Reims,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
500,P. Rajkovic,31/10/95,Stade de Reims,Gar.,SER,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
501,Y. Abdelhamid,28/09/87,Stade de Reims,Déf.,MAR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
502,T. De Smet,5/06/98,Stade de Reims,Déf.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
503,F. Doucouré,3/02/01,Stade de Reims,Déf.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
504,W. Faes,3/04/98,Stade de Reims,Déf.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
505,T. Foket,25/09/94,Stade de Reims,Déf.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
506,G. Konan,27/12/95,Stade de Reims,Déf.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
507,B. Locko,6/05/02,Stade de Reims,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
508,D. Maresic,29/09/99,Stade de Reims,Déf.,AUT,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
509,P. Mbow,7/02/92,Stade de Reims,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
510,M. Mbow,8/03/00,Stade de Reims,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
511,E. Valentim,11/09/00,Stade de Reims,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
512,V. Berisha,7/02/93,Stade de Reims,Mil.,KOS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
513,M. Cafaro,25/03/97,Stade de Reims,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
514,M. Cassama,16/02/98,Stade de Reims,Mil.,GUB,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
515,X. Chavalerin,7/03/91,Stade de Reims,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
516,M. Doumbia,15/08/94,Stade de Reims,Mil.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
517,M. Drammeh,15/05/99,Stade de Reims,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
518,D. Kutesa,6/12/97,Stade de Reims,Mil.,SUI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
519,D. Lopy,2/02/02,Stade de Reims,Mil.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
520,M. Munetsi,22/06/96,Stade de Reims,Mil.,ZIM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
521,M. Sakava,26/12/00,Stade de Reims,Mil.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
522,A. Zeneli,25/02/95,Stade de Reims,Mil.,KOS,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
523,B. Dia,16/11/96,Stade de Reims,Att.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
524,H. Ekitike,20/06/02,Stade de Reims,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
525,A. Flips,18/01/00,Stade de Reims,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
526,N. Mbuku,16/03/02,Stade de Reims,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
527,K. Sierhuis,27/04/98,Stade de Reims,Att.,HOL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
528,E. Touré,3/10/01,Stade de Reims,Att.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
529,E. Touré,3/10/01,Stade de Reims,Att.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
530,P. Bonet,13/02/03,Stade Rennais Football Club,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
531,A. Gomis,5/09/93,Stade Rennais Football Club,Gar.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
532,R. Salin,29/07/84,Stade Rennais Football Club,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
533,N. Aguerd,30/03/96,Stade Rennais Football Club,Déf.,MAR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
534,D. Da Silva,17/05/88,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
535,H. Dalbert,8/09/93,Stade Rennais Football Club,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
536,N. Diallo,29/03/96,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
537,F. Maouassa,6/07/98,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
538,G. Nyamsi,22/01/97,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
539,W. Omari,23/04/00,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
540,B. Soppy,21/02/02,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
541,H. Traoré,27/01/92,Stade Rennais Football Club,Déf.,MLI,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
542,A. Truffert,20/11/01,Stade Rennais Football Club,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
543,B. Bourigeaud,14/01/94,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
544,E. Camavinga,10/11/02,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
545,C. Grenier,7/01/91,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
546,J. Léa-Siliki,12/06/96,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
547,J. Martin,9/04/90,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
548,S. Nzonzi,15/12/88,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
549,F. Tait,2/02/93,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
550,L. Ugochukwu,26/03/04,Stade Rennais Football Club,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
551,M. Abline,28/03/03,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
552,R. Del Castillo,29/03/96,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
553,A. Diouf,17/05/03,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
554,J. Doku,27/05/02,Stade Rennais Football Club,Att.,BEL,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
555,G. Gboho,14/01/01,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
556,S. Guirassy,12/03/96,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
557,M. Terrier,4/03/97,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
558,M. Terrier,4/03/97,Stade Rennais Football Club,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
559,S. Bajic,23/12/01,Association Sportive de St-Etienne,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
560,B. Fall,3/02/01,Association Sportive de St-Etienne,Gar.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
561,E. Green,19/07/00,Association Sportive de St-Etienne,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
562,J. Moulin,13/01/86,Association Sportive de St-Etienne,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
563,N. Ouennas,12/07/03,Association Sportive de St-Etienne,Gar.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
564,A. Bakayoko,15/12/02,Association Sportive de St-Etienne,Déf.,CIV,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
565,P. Cissé,14/09/95,Association Sportive de St-Etienne,Déf.,SEN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
566,M. Debuchy,28/07/85,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
567,S. Karamoko,10/10/99,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
568,T. Kolodziejczak,1/10/91,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
569,Y. Maçon,1/10/98,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
570,H. Moukoudi,27/11/97,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
571,P. Retsos,9/08/98,Association Sportive de St-Etienne,Déf.,GRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
572,G. Silva,13/05/91,Association Sportive de St-Etienne,Déf.,BRE,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
573,N. Sissoko,7/03/97,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
574,R. Souici,28/02/98,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
575,S. Sow,4/07/02,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
576,M. Trauco,25/08/92,Association Sportive de St-Etienne,Déf.,PER,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
577,M. Tshibuabua,8/01/02,Association Sportive de St-Etienne,Déf.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
578,A. Aouchiche,15/07/02,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
579,B. Benkhedim,20/04/01,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
580,R. Boudebouz,19/02/90,Association Sportive de St-Etienne,Mil.,ALG,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
581,M. Camara,30/06/98,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
582,B. Gabard,28/01/00,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
583,L. Gourna-Douath,6/08/03,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
584,R. Hamouma,29/03/87,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
585,K. Monnet-Paquet,19/08/88,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
586,A. Moueffek,9/04/01,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
587,Y. Neyou,3/01/97,Association Sportive de St-Etienne,Mil.,CAM,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
588,M. Saban,15/05/02,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
589,T. Tormin,29/06/01,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
590,Z. Youssouf,11/07/99,Association Sportive de St-Etienne,Mil.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
591,C. Abi,12/04/00,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
592,D. Bouanga,11/11/94,Association Sportive de St-Etienne,Att.,GAB,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
593,E. Correia,6/06/00,Association Sportive de St-Etienne,Att.,GUB,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
594,W. Khazri,8/02/91,Association Sportive de St-Etienne,Att.,TUN,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
595,Y. Lhéry,7/05/03,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
596,A. Modeste,14/04/88,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
597,A. Nordin,17/06/98,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
598,M. Rivera,30/05/02,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
599,A. Sidibé,9/02/02,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
600,A. Sidibé,9/02/02,Association Sportive de St-Etienne,Att.,FRA,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
601,A. Bellaarouch,1/01/02,Racing Club de Strasbourg Alsace,Gar.,MAR,2021-07-01 13:56:41.648858,2021-07-01 13:56:41.652471
